index,text,type
833,"WHO gives emergency health kits, funds to earthquake-hit Nepal: ""Within hours of the… http://t.co/iA6hhqwGSo SPS®",1
834,#ItalyEarthquake guys please everyone donate as much as you can to these earthquake centers and donate blood and clothes please help out,0
835,"Kulchan pvt ltd donated $40 to earthquake victim in Nepal and distributed 2000 mask. If you want to join us, inbox us http://t.co/jwOooPcZI8",1
836,意大利中部早上发生6.2级强震，导致至少10人丧命。 #Italy #Earthquake,2
837,RT @LondonFire: A specialist team has been sent to #Nepal to help with #earthquake search and rescue efforts http://t.co/0bMwudRayf http://…,1
838,RT @bsindia: Poll: Can cities like Delhi and Mumbai withstand the onslaught of a Nepal-like earthquake? http://t.co/f3tDcLgfqu,2
839,RT @AnupKaphle: All Yeti Mountain Home lodges in remote #Nepal are open for earthquake victims and trekkers who need shelter. Share. http:/…,1
840,"RT @curofy: If you are a doctor interested to help in Nepal, contact us today at helpnepal@curofy.com #Nepal #HelpNepal #Earthquake #NepalQ…",0
841,AT&amp;T provides free texting and calls to Italy after earthquake - https://t.co/qLM2SYT7nY https://t.co/XOCkOB1hTk,1
842,Anyone in need of drinking water contact me. Have some can donate #earthquake #Nepal #bhaktapur,1
843,Ground Support Slinging Tents for Earthquake victims FishtailAir #Namche#Khumjung#Thame#Togetherwecan#WeWillRiseAgain http://t.co/7l6fI2ATZ5,1
844,RT @shikhagautam: #Nepal earthquake - huge requirement of food &amp; water in smaller villages outside the cities. RT &amp; tag NGOs/individuals/or…,0
845,"Prayers go out to those affected by earthquake in Italy, terrible news this morning. #prayforItaly",2
846,"LAST DAY : NEPAL EARTHQUAKE RELIEF CAMP
Please donate Clothes, Blankets, Biscuit, other food items etc. at our... http://t.co/5rYruxrIJ7",0
847,"Wali Rahmani (Social Activist) has been tested positive for COVID19 today and have kept in Home Quarantine , Pray for him. https://t.co/1YfKknmbDh",2
848,"assessment teams, search and rescue experts and medical personnel and supplies are on their way from Israel to Kathmandu #earthquake",1
849,So much 2 learn from each other! So much 2 implement in Schools!\n\n#SDGs unite us 2 Built Better!\n\nSure 2 Bounce Higher together after #Covid19 holding hands!\nLooking fwd 2 hear @UnKenya @RaganDouglas Big Thanks 2 @sdgchoupal uniting #Educators   @EdChatIND @rtn_sandeep @nagrikfdn https://t.co/HmpN2AXrfz,2
850,"Get Well Soon Chacha...  wishes for your Speedy recovery, I have full hope that you will defeat Corona, and join family very soon..  \ud83d\udc4d\n\n#COVID19India #CoronavirusPandemic #CoronavirusOutbreak #COVID19 https://t.co/EwKM59vBFW",2
851,"RT  Ankit_Tyagi01: Delhi government to send relief material to Nepal and Bihar. Preparations on to send drinking water, food packets, medic…",1
852,"7.1 Magnitude Earthquake Struck in the Pacific Between Papua New Guinea and the Solomon Islands on Thursday:
http://t.co/wRn0qfmSS7",2
853,Ctrl Italy’s geologic and tectonic complexity creates a quake risk.micro-plate dives beneath another &gt;seismic strain.Prayers for the towns,2
854,"RT @NewEarthquake: 4.9 earthquake, 17km ENE of Banepa, Nepal. Apr 25 14:01 at epicenter (31m ago, depth 10km). http://t.co/yphH4H36jT",2
855,Focus on #covid19 may disrupt India's #malaria control programme. #coronavirus #hiv #tuberculosis https://t.co/LbEh6m5Y1Z,2
856,"RT @RijalDr: Parkland hospital Pokhara providing free medical treatment to earthquake victims Contact - Dr Shiva Prasad Parajuli, Mob: 9856…",1
857,"@WCPT1951 #PhysicalTherapist  at the heart of Nepal earthquake relief efforts #WCPT2015 #wcpt http://t.co/OzvaH8VbGW
@ERWCPT #physiotherapy",1
858,"RT @AnupKaphle: ""The Nepali Army itself has only one big helicopter.""

@KundaDixit on #Nepal earthquake is a must read. http://t.co/osh7me7…",1
859,6.2 earthquake devastated central Italy. Please donate to the Italian Red Cross to aid its search &amp; recovery effort https://t.co/Qwj65fV1b4,0
860,Today May 4 9:30am onwards #TYC Blood Drive at Teaching Hospital for earthquake victims. Pls share. #NepalEarthquake #tibetansfornepal,1
861,A virus.... Changing the lifestyle of millions worldwide...\n#COVID19 https://t.co/K7VxzDZnd5,2
862,"RT @engineerkoghar: Desperate need of IT volunteers
Pradeep Ghimirey : 9819395223
Pradeep Bista : 9841873396
http://t.co/QqhvQYsVFE
#opeart…",0
863,#Covid19 status \nToday 762 case in up\nToday 14 case in gorakhpur\nTotal  active 93 case ni gorakhpur\nTotal discharge 189 case in gorakhpur\n Today  5 case in deoria\nTotal active 57 case in deoria\nTotal discharge 141 case in deoria\n@Ajeetvijaysingh https://t.co/mWbFaczJgU,2
864,10 dead in #Earthquake #PrayForItaly,2
865,"Italian UNESCO Site Safe After Earthquake, Peter Doig Wins Authentication Case: The Basilica di San Francesco… https://t.co/SkMiHGwq0u",2
866,"RT @NplJoker: After observation, I humbly request with Nepal Government that please provide drinkable water to every small &amp; big safety cam…",0
867,RT @AmitAgrhere: 50+ motorcycle riders available to go earthquake affected area to deliver relief material ! Please call Subindra Manandhar…,1
868,RT @MSF_canada: We're currently sending 4 medical &amp; non-medical teams to Nepal to aid those affected by the #NepalEarthquake. http://t.co/1…,1
869,"RT @NRaule: Nearly 5 hundred bus going to left Kathmandu tomorrow. Anybody want to go out of valley ?
#earthquake #Nepal #NepalQuake",1
870,Urgent need of volunteer doctors who can assist our Relief Teams working on Ground 0 in Earthquake hit Nepal!... http://t.co/KvNNbhx6ED,0
871,For helping #Nepal RT IT Maternity .Hospital 4253276 Teku Hospital 4253396 #IPL #OrangeArmy #Earthquake #IPL8,1
872,"Literally, I don\u2019t understand why this government #AYUSHMinistry didn\u2019t approve #BabaRamdev #Coronil #COVID19 medicine yet. If someone is trying help #IndianGovernment then why they do not allow them to fix this issue. You could not provide ventilator to 130 crore @narendramodi",2
873,"#News Earthquake hit Nepalis need information, not just food and water: TRFN http://t.co/xOoF93g8aq @FinancialXpress",0
874,Our thoughts are with those who lost relatives and homes in #ItalyEarthquake. Please send donations @CaritasItaliana https://t.co/gubfoi1kTT,0
875,#Italy earthquake: local officials calling for blood donations.,0
876,"#WestBengal: 542 people have tested positive for #COVID19 in last 24 hours. With this, total number of affected people has gone up to more than 16,000.",2
877,SAVING THE STARVING UN says 1.4 million need food after Nepal earthquake http://t.co/dFhlgmtfVV,0
878,New post: IAF chopper evacuates survivors - Nepal Earthquake 2015 http://t.co/4Z2y1cSIph,1
879,"Selfless efforts made Bharat so Proud.

Amritsar Sikh group prepared 20000+ food packets for Nepal Everyday..... http://t.co/HCUCNeFJca",1
880,People in #nepal need blood.. Can India help them by providing the some blood? #blooddonation #NepalEarthquake,0
881,RT @TimesNow: 18 Medical Teams being deployed in Nepal including 6 teams which have already reached: Indian Army #NepalEarthquake http://t.…,1
882,Home Insurance In High Demand After Nepal Earthquake http://t.co/Tm4DRCclEY,2
883,62 dead in India due to earthquake: Home secretary http://t.co/ZpD6FXDEyq,2
884,"RT @oxfamgbpress: Oxfam #Nepal appeal launched to deliver water, sanitation and emergency food supplies. Please donate here: http://t.co/KS…",0
885,"RT @Awaishooo: Pakistan sends dry food, medical, search and rescue teams to Nepal.
#PakStandsWithNepal http://t.co/zNbrtSz7t5",1
886,"RT @NRaule: Last night, people are searching for tent, at BICC area. No foods, no water.
#earthquake #Nepal http://t.co/6IMSqiQxTc",0
887,"Britain to send Chinooks helicopter to Nepal for
earthquake rescue!! #ThnxBritain http://t.co/1ZAsaZ8PE1",1
888,#Telstra offers free calls to Italy in wake of earthquake. Read more: https://t.co/BYWGnwLeLs $TLS,1
889,Shelterbox sends team to Italy to help earthquake rescue operation. More here: https://t.co/Vr87LRcJsJ via @BBCNews,1
890,RT @WickedGreenMom: #NepalEarthquake &amp; an update on our Medical Team still there for the annual Medical Camp http://t.co/Ikc6lGJt6m #OneWor…,1
891,"#COVID19 #Gujarat : 580 new cases and 18 deaths reported today. \n\nTotal number of cases: 30,158\nTotal deaths: 1,772\n\nTests done today: 5901",2
892,FreeCharge -- Free Rs. 20 Mobile Recharge + Free Rs. 20 Nepal Earthquake Donation on Missed Call http://t.co/ll22fMNeo9 via @GeraMudit,1
893,"Sentivo che c'è bisogno di sangue, chi può donare aiuti! 
Blood needed for the earthquake emergency please RT!",0
894,"RT Hospital, Fire Brigade and Blood Banks Telephone Number Nepal Eye Bank 4493684 #Nepal #Earthquake #Indianwithnepal #India",1
895,"#Earthquake: 6.2 Mag., Norcia, Italy … Felt &amp; logged incoming earth vibes yesterday August 22 &gt;&gt; https://t.co/bv6NjooeeP #earthquakes",2
896,RT @TypewriterIntl: TTW Today's News: Death toll surges in Nepal earthquake  http://t.co/BUMzvmeZnt,2
897,@DaniCim @Cimorellimylyfe this is one of the houses affected by the earthquake https://t.co/Bi8qBtKQLK,2
898,Help earthquake victims of Nepal: If you need water then don't worry call mentioned ... http://t.co/4zdkosL4I1,1
899,"RT @indiawater: Acute crisis of water, power &amp; medical facilities in Nepal after earthquake. This and more water news from last week http:/…",0
900,"Today got food, medicine and taxi to baby orphanage all for pre-earthquake prices. I will be supporting these shops in the future.",1
901,RT @AnupamkPandey: Medical Practitioners wishing to go to Nepal and other earthquake affected areas for medical assistance =&gt; hinduheartorg…,1
902,RT @guardian: Nepal earthquake: anger among survivors as food and water in short supply http://t.co/wJRg9NU9IS,0
903,@DrRPNishank @PMOIndia @HMOIndia @PIB_India @MIB_India @mygovindia @DDNewslive No exams in COVID19\nPostponed JEE&amp;NEET\nThe condition is very worse.,2
904,Skype responds to Nepal earthquake by offering free calls to landlines and mobiles. Where are others? Snapdeal... http://t.co/42lGBnx61B,1
905,"#AT_T, #T_Mobile, and Verizon waive fees following #earthquake in #Italy https://t.co/vYWQ6fKRpY",1
906,"Nepal Earthquake: A week after earthquake, still needs tents and food

Tents and tarpaulins are the most urgent... http://t.co/EW0ApQTDI0",0
907,Central Italy Quake Death Toll Reaches 159 As Rescue Continues https://t.co/7o4D33jFSO,2
908,Contradictory reports: Patiala lab tests Moga's #Covid19 nodal officer negative for #Coronavirus a day after Faridkot lab declared him tested positive for virus.\n\n@HTPunjab @htTweets,2
909,"Survivors of the 6.2M #ItalyEarthquake need emergency supplies like food, water, and medicine — donate today: https://t.co/2wOhYLZGok",0
910,"Hello @pearson, will you check #NepalCrisis for sometime, as illiteracy does not matter unless we survive the #earthquake and aftershocks!",2
911,"In Myanmar, a magniture 6.8 earthquake killed at least 3 people
https://t.co/GmOPWGIQqJ https://t.co/4OhJGVtNpD",2
912,#Appreciate the action taken by goverment mobilizing the school bus for the victim of catastrophic earthquake willing to go hometown.,1
913,Miracle Rescue Of A 4 Months Old Infant 22 Hours After The Nepal Earthquake - Veg Momos http://t.co/pGSS4Mn9pl,2
914,Volunteers flock to central Italy to aid in rescue efforts after earthquake - Perspectives Daily https://t.co/WQGmx1Mbc3,1
915,#earthquake #survivors needs your support. Help out! Give to Nepal Relief Fund - for Food and Water need urgent http://t.co/p61KNiTp5x.,0
916,Britain to sending Chinooks helicopter to Nepal for earthquake rescue http://t.co/OwpH6urwFz,1
917,"RT @Ekendra: Dear rescue team, we have run out of supplies including water, food &amp; tents at this location 27°39′26″N  85°18′36″E #earthquak…",0
918,"#EARTHQUAKE, THE ITALIAN CIVIL PROTECTION: ”247 CONFIRMED VICTIMS” https://t.co/6mcaDJkfG2 via @In Terris - News on line",2
919,RT @CBCTheNational: Why Nepal's earthquake was so destructive. https://t.co/pmaIywGvwY @JWagstaffe http://t.co/Q1jeP4yfmV,2
920,First aid to victims #Italyquake of partner @CaritasItaliana on its way. How you can support https://t.co/kuPdP8y6cb https://t.co/OAOUQVai0O,1
921,"@mashable some pictures from Norvic Hospital *A Class Hospital of nepal* 
Patients have been put on parking lot. http://t.co/sR3JuvidaX",0
922,@BBCBreaking Service call 4 #earthquake #live #free  twitter https://t.co/r6IDzq6eSG   and  #photostream https://t.co/O1m4l1Qmej,1
923,#MSGHelpEarthquakeVictims Dera Sacha Sauda dispatched 16000 food packages for Nepal as requested by PMO,1
924,"Delhi Sikh Gurudwara managemnt committee to snd 25K,  SMCS to snd 20K food packets to Nepal evryday #NepalEarthquake http://t.co/BgWbltmxf3",2
925,provided clothes friend now we need is tent if you guys have tents that were used by you while earthquake time... http://t.co/oFGFUnjIXG,0
926,"RT @iamKavithaRao: #Nepal is waiting for help now, #NepalQuakeRelief #earthquake http://t.co/KBHYbGl4UY",2
927,"“The earthquake has caused unimaginable destruction,” said Rownak Khan, UNICEF Deputy Representative in Nepal.... http://t.co/7yCoJlHgrU",2
928,1/3 @AkshayKumar sir is going to donates 1st day box office collections Of #GabbarIsBack for the victims #Earthquake in #Nepal. So I,2
929,Earthquake Hits South of Italian https://t.co/HpD52n7M7J,2
930,An unprecedented loss of #Pakistan\u2019s credibility. \nWho is responsible for:\n1) Rendering bogus pilot license in #aviation sector.\n2) Disgracing \ud83c\uddf5\ud83c\uddf0 by calling #OsamaBinLaden as a martyr.\n3) Disregarding #WHO precautions for #COVID19\n#PMIKAssemblySpeech #ImranKhanDestroyingPakistan,2
931,Earthquake survivors battle for helicopters near Nepal village that vanished http://t.co/JeURsyXfbx,0
932,"Deadly quake in Italy, many people died. My condolences to the Italian people. Unfortunately, natural disasters are becoming a trivial thing",2
933,"Antonio Putini, 97, sleeps with his dog in a temporary shelter set up in a gymnasium in Amatrice, central Italy, ... https://t.co/haHdMRIne5",1
934,Things are getting calmer. Finally going home after 4 days. #earthquake #Nepal,2
935,@SushmaSwaraj can solar lightup equipment be sent as relief material to nepal ?to counter darkness till power is restored,0
936,"#Delhi
Need #Blood Type :  AB-negative
At : Max Saket 
Blood Component : Need Plasma AB-ve from #COVID19 recovered patient.
Primary Number : 9810359389
Via: @commupolicing
#BloodMatters
Powered by Twitter https://t.co/5bXghOialZ",0
937,"Looking at VARIOUS aspects of different parameters, top 5 states/UT in terms of concerted fight against #coronavirus are Andhra Pradesh, Tamil Nadu, Punjab, Jammu &amp; Kashmir, and West Bengal! #KejriwalInAction SUBHASH NAGPAL #PepsiSaveOurRestaurants #COVID19 #congchinacash",2
938,RT @SushmaAryal1: Nepalese army is using their helicopters to carry food and tents to earthquake victims. and Indian ones carrying their me…,1
939,"RT @geohacker: Nepal post-earthquake imagery from @isro's Cartosat-2 now available for
@hotosm tracing -https://t.co/V9mUzpKTiN via @datame…",1
940,"Keep up-to-date with the latest developments in UMN's emergency response.
http://t.co/wyqeILfkb9
#NepalQuake #NepalQuakeRelief #UMNNepal",2
941,"ProgressiveArmy: RT TheBpDShow: 6.2 Earthquake in Amatrice, Italy: https://t.co/58rgdxMVWJ via YouTube",1
